,Name,Year,Location,Country,Status,Type,city,state,state_names,avg_temp_f,avg_temp_c
738,Bridge Road Bridge,1911,Ventura County (CA),USA,in use,metal,Ventura County,CA,California,61.4,16.3
739,Bridge Street Bridge,1913,Newark (NJ),USA,in use,metal,Newark,NJ,New Jersey,54.9,12.7
740,Bridge Street Bridge,1908,Arroyo Grande (CA),USA,in use,metal,Arroyo Grande,CA,California,15.1,-9.4
741,Bridge Street Bridge,1948,Trinity County (CA),USA,demolished,metal,Trinity County,CA,California,59.4,15.2
742,Bridge Street Bridge,1965,Lane County (OR),USA,in use,metal,Lane County,OR,Oregon,48.4,9.1
743,Bridgeview Bridge,1900,Franklin County (OH),USA,in use,metal,Franklin County,OH,Ohio,52.1,11.2
744,Brilliant Branch Railroad Bridge,1904,Pittsburgh (PA),USA,out of service,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
745,Broadway Avenue Bridge,1987,Minneapolis (MN),USA,in use,metal,Minneapolis,MN,Minnesota,46.3,7.9
746,Broadway Bridge,1896,Denver (CO),USA,demolished,metal,Denver,CO,Colorado,50.2,10.1
747,Broadway Bridge,1964,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
748,Broadway Bridge,1913,Portland (OR),USA,in use,metal,Portland,OR,Oregon,54.5,12.5
749,Bronx-Whitestone Bridge,1939,- New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
750,Brooklyn Bridge,1883,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
751,Brown Street Bridge,1901,- West Lafayette (IN),USA,demolished,metal,West Lafayette,IN,Indiana,51.4,10.8
752,Brownsville High Level Bridge,1960,Brownsville (PA),USA,in use,metal,Brownsville,PA,Pennsylvania,48.8,9.3
753,Brownsville Suspension Bridge,1809,Brownsville (PA),USA,demolished,metal,Brownsville,PA,Pennsylvania,48.8,9.3
754,Brownville Bridge,1939,Brownville (NE),USA,in use,metal,Brownville,NE,Nebraska,52.7,11.5
755,Bryan Bridge,1932,Cherry County (NE),USA,in use,metal,Cherry County,NE,Nebraska,48.8,9.3
756,Bryan Bridge,1932,Valentine (NE),USA,in use,metal,Valentine,NE,Nebraska,48.0,8.9
757,Bryan's Crossing Bridge,1937,Warsaw (MO),USA,submerged,metal,Warsaw,MO,Missouri,55.0,12.8
758,Bryant Station Bridge,1909,Buckholts (TX),USA,in use,metal,Buckholts,TX,Texas,64.8,18.2
759,Buck O'Neil Bridge,1956,Kansas City (MO),USA,in use,metal,Kansas City,MO,Missouri,54.6,12.6
760,Bull Run River Bridge,1894,Sandy (OR),USA,in use,metal,Sandy,OR,Oregon,51.4,10.8
761,Bullman Bridge,1884,- Hamilton (TX),USA,in use,metal,Hamilton,TX,Texas,64.2,17.9
762,Burlington and Missouri River Railroad Bridge,1902,Plattsmouth (NE),USA,in use,metal,Plattsmouth,NE,Nebraska,49.0,9.4
763,Burlington Northern Railroad Bridge 5.1,1908,Portland (OR),USA,in use,metal,Portland,OR,Oregon,54.5,12.5
764,Burlington-Bristol Bridge,1931,- Bristol (PA),USA,in use,metal,Bristol,PA,Pennsylvania,54.9,12.7
765,Burnside Bridge,1926,Portland (OR),USA,in use,metal,Portland,OR,Oregon,54.5,12.5
766,Burro Creek Bridge,1966,Wikieup (AZ),USA,in use,metal,Wikieup,AZ,Arizona,66.1,18.9
767,Burro Creek Bridge,2006,Wikieup (AZ),USA,in use,metal,Wikieup,AZ,Arizona,66.1,18.9
768,Butler Memorial Bridge,1948,Carter County (TN),USA,in use,metal,Carter County,TN,Tennessee,57.6,14.2
769,Byram Bridge,1905,Byram (MS),USA,in use,metal,Byram,MS,Mississippi,63.4,17.4
770,Byram Road Bridge,1877,Tinicum Township (PA),USA,in use,metal,Tinicum Township,PA,Pennsylvania,48.8,9.3
771,C & NW Boom Island Bridge,1901,Minneapolis (MN),USA,in use,metal,Minneapolis,MN,Minnesota,46.3,7.9
772,C & O Bridge,1889,Cincinnati (OH),USA,demolished,metal,Cincinnati,OH,Ohio,54.6,12.6
773,C & O Bridge,1929,Cincinnati (OH),USA,in use,metal,Cincinnati,OH,Ohio,54.6,12.6
774,C. B. and Q Railroad Bridge,1917,Metropolis (IL),USA,in use,metal,Metropolis,IL,Illinois,47.0,8.3
775,C. L. Schmitt Bridge,1927,New Kensington (PA),USA,in use,metal,New Kensington,PA,Pennsylvania,48.8,9.3
776,C&NW Illinois Channel Rail Bridge,1909,Clinton (IA),USA,in use,metal,Clinton,IA,Iowa,50.0,10.0
777,C&NW Rail Bridge,1907,Clinton (IA),USA,in use,metal,Clinton,IA,Iowa,50.0,10.0
778,Cache Creek Bridge II,1932,Yolo County (CA),USA,demolished,metal,Yolo County,CA,California,53.0,11.7
779,Caddo Lake Drawbridge,1914,Mooringsport (LA),USA,in use,metal,Mooringsport,LA,Louisiana,65.4,18.6
780,Caddo Lake LA 1 Bridge,1940,Mooringsport (LA),USA,in use,metal,Mooringsport,LA,Louisiana,65.4,18.6
781,Cadman Creek Bridge,1937,Saratoga County (NY),USA,in use,metal,Saratoga County,NY,New York,45.4,7.4
782,Cairo Bridge,1889,Cairo (IL),USA,demolished,metal,Cairo,IL,Illinois,51.8,11.0
783,Cairo Bridge,1952,Cairo (IL),USA,in use,metal,Cairo,IL,Illinois,51.8,11.0
784,Cairo I-57 Mississippi River Bridge,1978,Cairo (IL),USA,in use,metal,Cairo,IL,Illinois,51.8,11.0
785,Cairo Mississippi River Bridge,1929,Cairo (IL),USA,in use,metal,Cairo,IL,Illinois,51.8,11.0
786,Cairo Ohio River Bridge,1937,Cairo (IL),USA,in use,metal,Cairo,IL,Illinois,51.8,11.0
787,Calcasieu River Bridge,1952,Lake Charles (LA),USA,in use,metal,Lake Charles,LA,Louisiana,68.2,20.1
788,Calhoun Street Bridge,1884,Trenton (NJ),USA,in use,metal,Trenton,NJ,New Jersey,54.0,12.2
789,California Avenue Bridge,1926,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
790,Calumet Expressway Bridge,1949,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
791,Cameron Avenue Bridge,2004,La Crosse (WI),USA,in use,metal,La Crosse,WI,Wisconsin,47.4,8.6
792,Cameron Highway Bridge,1959,Cameron (AZ),USA,in use,metal,Cameron,AZ,Arizona,57.0,13.9
793,Cameron Suspension Bridge,1911,Cameron (AZ),USA,in use,metal,Cameron,AZ,Arizona,57.0,13.9
794,Canadian Pacific Bridge,1905,Minneapolis (MN),USA,in use,metal,Minneapolis,MN,Minnesota,46.3,7.9
795,Canal Street Bridge,1948,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
796,Canoe Pass Bridge,1935,Fidalgo Island (WA),USA,in use,metal,Fidalgo Island,WA,Washington,48.3,9.1
797,Canyon Diablo Bridge,1947,Coconino County (AZ),USA,in use,metal,Coconino County,AZ,Arizona,60.3,15.7
798,Cape Cod Canal Railroad Bridge,1935,Buzzard's Bay (MA),USA,in use,metal,Buzzard's Bay,MA,Massachusetts,47.9,8.8
799,Cape Fear Memorial Bridge,1969,Wilmington (NC),USA,in use,metal,Wilmington,NC,North Carolina,64.0,17.8
800,Cape Girardeau Bridge,1928,- East Cape Girardeau (IL),USA,demolished,metal,East Cape Girardeau,IL,Illinois,51.8,11.0
801,"Captain William J. Hudson ""Steamboat Bill"" Memorial Bridge",1963,Decatur (AL),USA,in use,metal,Decatur,AL,Alabama,60.8,16.0
802,Carl Perkins Bridge,1988,Portsmouth (OH),USA,in use,metal,Portsmouth,OH,Ohio,55.4,13.0
803,Carlton Bridge,1927,Bath (ME),USA,in use,metal,Bath,ME,Maine,41.0,5.0
804,Carns State Aid Bridge,1913,Bassett (NE),USA,in use,metal,Bassett,NE,Nebraska,48.8,9.3
805,Caroll C. Cropper Bridge,1977,Greendale (IN),USA,in use,metal,Greendale,IN,Indiana,51.7,10.9
806,Carquinez Bridge,1958,Vallejo (CA),USA,in use,metal,Vallejo,CA,California,58.5,14.7
807,Carquinez Strait Bridge,1927,Vallejo (CA),USA,demolished,metal,Vallejo,CA,California,58.5,14.7
808,Carroll Street Bridge,1889,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
809,Cart Creek Bridge,1962,Daggett County (UT),USA,in use,metal,Daggett County,UT,Utah,48.6,9.2
810,Carter Road Bridge,1940,Cleveland (OH),USA,in use,metal,Cleveland,OH,Ohio,51.4,10.8
811,Cartersville Bridge,1884,Cartersville (VA),USA,in ruins,metal,Cartersville,VA,Virginia,56.3,13.5
812,Caruthersville Bridge,1976,Caruthersville (MO),USA,in use,metal,Caruthersville,MO,Missouri,59.4,15.2
813,Carver Bridge,1930,Carver (OR),USA,demolished,metal,Carver,OR,Oregon,48.4,9.1
814,Cass Street Bridge,1939,La Crosse (WI),USA,in use,metal,La Crosse,WI,Wisconsin,47.4,8.6
815,Cass Street Bridge,1932,Joliet (IL),USA,in use,metal,Joliet,IL,Illinois,49.4,9.7
816,Cassidy Suspension Bridge,1997,Sierra National Forest (CA),USA,in use,metal,Sierra National Forest,CA,California,59.4,15.2
817,Castleton Bridge,1959,Castleton-on-Hudson (NY),USA,in use,metal,Castleton-on-Hudson,NY,New York,45.4,7.4
818,Cattaraugus Creek Bridge,1955,- Concord (NY),USA,demolished,metal,Concord,NY,New York,45.4,7.4
819,Cazadero Bridge,1904,Estacada (OR),USA,in use,metal,Estacada,OR,Oregon,52.3,11.3
820,Cedar Canyon Bridge,1937,Show Low (AZ),USA,in use,metal,Show Low,AZ,Arizona,53.2,11.8
821,Cedar Street Bridge,1933,Peoria (IL),USA,in use,metal,Peoria,IL,Illinois,51.9,11.1
822,Centennial Bridge,1955,Leavenworth (KS),USA,in use,metal,Leavenworth,KS,Kansas,54.3,12.4
823,Centennial Bridge,1940,Rock Island (IL),USA,in use,metal,Rock Island,IL,Illinois,50.5,10.3
824,Center Street Bridge,1901,Cleveland (OH),USA,in use,metal,Cleveland,OH,Ohio,51.4,10.8
825,Center Street Bridge,2010,Des Moines (IA),USA,in use,metal,Des Moines,IA,Iowa,50.9,10.5
826,Central Bridge,1890,Cincinnati (OH),USA,demolished,metal,Cincinnati,OH,Ohio,54.6,12.6
827,Central Viaduct,1888,Cleveland (OH),USA,demolished,metal,Cleveland,OH,Ohio,51.4,10.8
828,Centre Bridge-Stockton Bridge,1927,Stockton (NJ),USA,in use,metal,Stockton,NJ,New Jersey,52.7,11.5
829,Cermak Road Bridge,1906,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
830,Chain Bridge,1938,Washington,USA,in use,metal,Washingto,WA,Washington,48.3,9.1
831,Chamberlain Bridge,1925,Chamberlain (SD),USA,in use,metal,Chamberlain,SD,South Dakota,48.2,9.0
832,Champ Clark Bridge,1928,Louisiana (MO),USA,in use,metal,Louisiana,MO,Missouri,37.2,2.9
833,Charles Anderson Bridge,1940,Pittsburgh (PA),USA,in use,metal,Pittsburgh,PA,Pennsylvania,51.4,10.8
834,Charles J. Arrigoni Bridge,1938,- Middletown (CT),USA,in use,metal,Middletown,CT,Connecticut,49.0,9.4
835,Charles M. Berry Bascule Bridge,1940,Lorain (OH),USA,in use,metal,Lorain,OH,Ohio,50.7,10.4
836,"Charles M. Braga, Jr. Memorial Bridge",1966,Fall River (MA),USA,in use,metal,Fall River,MA,Massachusetts,50.2,10.1
837,Charles R. Fenwick Bridge,1983,Washington,USA,in use,metal,Washingto,WA,Washington,48.3,9.1
838,Charles Street Bridge,1894,Providence (RI),USA,in use,metal,Providence,RI,Rhode Island,50.9,10.5
839,Charlton Memorial Bridge,1954,Mercer County (WV),USA,in use,metal,Mercer County,WV,West Virginia,51.8,11.0
840,Charter Oak Bridge,1991,Hartford (CT),USA,demolished,metal,Hartford,CT,Connecticut,50.1,10.1
841,Charter Oak Bridge,1991,Hartford (CT),USA,in use,metal,Hartford,CT,Connecticut,50.1,10.1
842,Cheesequake Creek Bridge,1943,Sayreville (NJ),USA,in use,metal,Sayreville,NJ,New Jersey,52.7,11.5
843,Chef Menteur Bridge,1929,New Orleans (LA),USA,in use,metal,New Orleans,LA,Louisiana,68.7,20.4
844,Chehalis River Riverside Bridge,1939,Chehalis (WA),USA,in use,metal,Chehalis,WA,Washington,50.1,10.1
845,Chelsea Street Bridge,2013,Boston (MA),USA,in use,metal,Boston,MA,Massachusetts,51.3,10.7
846,Cherry Avenue Bridge,1902,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
847,Chesapeake & Delaware Canal Lift Bridge,1966,New Castle County (DE),USA,in use,metal,New Castle County,DE,Delaware,55.3,12.9
848,Chesapeake Bay Bridge,1973,Skidmore (MD),USA,in use,metal,Skidmore,MD,Maryland,54.2,12.3
849,Chesapeake Bay Bridge,1952,Skidmore (MD),USA,in use,metal,Skidmore,MD,Maryland,54.2,12.3
850,Chesapeake City Bridge,1949,Chesapeake City (MD),USA,in use,metal,Chesapeake City,MD,Maryland,54.2,12.3
851,Chester Bridge,1897,Chester (WV),USA,demolished,metal,Chester,WV,West Virginia,51.8,11.0
852,Christina and John Markey Memorial Pedestrian Bridge,2013,Revere (MA),USA,in use,metal,Revere,MA,Massachusetts,47.9,8.8
853,Cicero Avenue Cal-Sag Bridge,1938,Crestwood (IL),USA,in use,metal,Crestwood,IL,Illinois,51.8,11.0
854,Cincinnati Southern Bridge,1877,Cincinnati (OH),USA,in use,metal,Cincinnati,OH,Ohio,54.6,12.6
855,Clackamas River Bridge,1970,Barton (OR),USA,in use,metal,Barton,OR,Oregon,48.4,9.1
856,Claiborne Pell Bridge,1969,Newport (RI),USA,in use,metal,Newport,RI,Rhode Island,51.3,10.7
857,Clark Memorial Bridge,1931,- Epperson (KY),USA,demolished,metal,Epperson,KY,Kentucky,55.6,13.1
858,Clarks Summit Bridge,1957,Clarks Summit (PA),USA,in use,metal,Clarks Summit,PA,Pennsylvania,48.8,9.3
859,Clay Wade Bailey Bridge,1974,Cincinnati (OH),USA,in use,metal,Cincinnati,OH,Ohio,54.6,12.6
860,Clays Ferry Bridge,1945,Lexington (KY),USA,in use,metal,Lexington,KY,Kentucky,55.6,13.1
861,Clement C. Clay Bridge,1965,Morgan County (AL),USA,in use,metal,Morgan County,AL,Alabama,62.8,17.1
862,Cleves Bridge,1960,Cleves (OH),USA,in use,metal,Cleves,OH,Ohio,50.7,10.4
863,Clinton Presidential Park Bridge,1899,Little Rock (AR),USA,in use,metal,Little Rock,AR,Arkansas,62.7,17.1
864,Cold Spring Canyon Bridge,1963,Santa Barbara (CA),USA,in use,metal,Santa Barbara,CA,California,57.7,14.3
865,Cold Springs Bridge,1884,Blaine County (ID),USA,in use,metal,Blaine County,ID,Idaho,44.4,6.9
866,Colfax Avenue Bridge,1956,Los Angeles (CA),USA,in use,metal,Los Angeles,CA,California,64.9,18.3
867,College Avenue Bridge,1959,Appleton (WI),USA,demolished,metal,Appleton,WI,Wisconsin,45.2,7.3
868,College Avenue Bridge,1914,Greenville (PA),USA,demolished,metal,Greenville,PA,Pennsylvania,48.0,8.9
869,Colorado River Bridge,1965,Garfield County (UT),USA,in use,metal,Garfield County,UT,Utah,53.7,12.1
870,Colorado River Bridge,1923,Bastrop (TX),USA,in use,metal,Bastrop,TX,Texas,64.8,18.2
871,Colorado River Bridge (US 191),1955,Moab (UT),USA,demolished,metal,Moab,UT,Utah,52.0,11.1
872,Colorado Riverway Bridge,2008,Moab (UT),USA,in use,metal,Moab,UT,Utah,52.0,11.1
873,Columbus Gateway Arch,1998,Columbus (IN),USA,in use,metal,Columbus,IN,Indiana,53.5,11.9
874,Columbus Loup River Bridge,1933,Columbus (NE),USA,in use,metal,Columbus,NE,Nebraska,50.0,10.0
875,Columbus State University Pedestrian Bridge,2001,Columbus (OH),USA,in use,metal,Columbus,OH,Ohio,53.4,11.9
876,Combs-Hehl Bridge,1979,Cincinnati (OH),USA,in use,metal,Cincinnati,OH,Ohio,54.6,12.6
877,Comer Bridge,1930,Scottsboro (AL),USA,in use,metal,Scottsboro,AL,Alabama,60.2,15.7
878,Commodore Barry Bridge,1974,Chester (PA),USA,in use,metal,Chester,PA,Pennsylvania,48.8,9.3
879,Commodore Isaac Hull Memorial Bridge,1951,Derby (CT),USA,in use,metal,Derby,CT,Connecticut,49.0,9.4
880,Commodore Schuyler F. Heim Bridge,1947,Los Angeles (CA),USA,demolished,metal,Los Angeles,CA,California,64.9,18.3
881,Conde B. McCullough Memorial Bridge,1936,North Bend (OR),USA,in use,metal,North Bend,OR,Oregon,52.0,11.1
882,Confederate Avenue Steel Arch Bridge,1903,Vicksburg (MS),USA,in use,metal,Vicksburg,MS,Mississippi,64.7,18.2
883,Congress Parkway Bridges,1956,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
884,Congress Street Bridge,1931,Boston (MA),USA,in use,metal,Boston,MA,Massachusetts,51.3,10.7
885,Congress Street Bridge,1970,Troy (NY),USA,in use,metal,Troy,NY,New York,48.6,9.2
886,Congressman William L. Clay Sr. Bridge,1967,Saint Louis (MO),USA,in use,metal,Saint Louis,MO,Missouri,54.5,12.5
887,Connecticut Avenue Bridge,1932,Washington,USA,in use,metal,Washingto,WA,Washington,48.3,9.1
888,Connecticut Southern Railroad Bridge,1873,Hartford (CT),USA,in use,metal,Hartford,CT,Connecticut,50.1,10.1
889,Conrad Lundy Jr. Bridge,1957,Carson (WA),USA,in use,metal,Carson,WA,Washington,48.0,8.9
890,Consol Energy Wing Tip Bridge,2013,Piney View (WV),USA,in use,metal,Piney View,WV,West Virginia,51.8,11.0
891,Continental Avenue Bridge,1930,Dallas (TX),USA,in use,metal,Dallas,TX,Texas,66.3,19.1
892,Cooper's Tubular Arch Bridge,1886,Fayetteville (NY),USA,in use,metal,Fayetteville,NY,New York,45.4,7.4
893,Copeland-Grove Highway Bridge,1939,Delaware County (OK),USA,demolished,metal,Delaware County,OK,Oklahoma,59.6,15.3
894,Coquille River Bridge,1922,Coos County (OR),USA,demolished,metal,Coos County,OR,Oregon,48.4,9.1
895,Coraopolis Bridge,1927,Coraopolis (PA),USA,demolished,metal,Coraopolis,PA,Pennsylvania,50.9,10.5
896,Cordell Hull Highway 25 Bridge,1936,Carthage (TN),USA,in use,metal,Carthage,TN,Tennessee,59.1,15.1
897,Corduroy Creek Bridge,1937,Show Low (AZ),USA,demolished,metal,Show Low,AZ,Arizona,53.2,11.8
898,Corn Creek Bridge,1967,Lewis County (WA),USA,in use,metal,Lewis County,WA,Washington,48.3,9.1
899,Corporal Joseph Thompson Footbridge,1956,Watertown (MA),USA,demolished,metal,Watertown,MA,Massachusetts,47.9,8.8
900,Corporal Joseph Thompson Pedestrian Bridge,2018,Watertown (MA),USA,in use,metal,Watertown,MA,Massachusetts,47.9,8.8
901,Corpus Christi Harbor Bridge,1959,Corpus Christi (TX),USA,in use,metal,Corpus Christi,TX,Texas,72.1,22.3
902,Cortland Street Bridge,1902,Chicago (IL),USA,in use,metal,Chicago,IL,Illinois,49.9,9.9
903,Cortright Creek Bridge,1983,Lewis County (WA),USA,in use,metal,Lewis County,WA,Washington,48.3,9.1
904,Costilla Crossing Bridge,1892,Antonito (CO),USA,in use,metal,Antonito,CO,Colorado,33.0,0.6
905,Cottonwood Slough Bridge,1932,Yolo County (CA),USA,in use,metal,Yolo County,CA,California,53.0,11.7
906,Cowlitz River Bridge,1951,Kelso (WA),USA,in use,metal,Kelso,WA,Washington,51.0,10.6
907,Cowlitz River Bridge,1948,Lewis County (WA),USA,in use,metal,Lewis County,WA,Washington,48.3,9.1
908,Craig Bridge,1906,Craig (MT),USA,dismantled,metal,Craig,MT,Montana,42.7,5.9
909,Crescent City Connection,1988,New Orleans (LA),USA,in use,metal,New Orleans,LA,Louisiana,68.7,20.4
910,Crescent City Connection,1958,New Orleans (LA),USA,in use,metal,New Orleans,LA,Louisiana,68.7,20.4
911,Crook Point Bascule Bridge,1908,Providence (RI),USA,in use,metal,Providence,RI,Rhode Island,50.9,10.5
912,Crooked River Bridge,1926,Jefferson County (OR),USA,in use,metal,Jefferson County,OR,Oregon,48.4,9.1
913,Crooked River Bridge,1911,Jefferson County (OR),USA,in use,metal,Jefferson County,OR,Oregon,48.4,9.1
914,Cross Seminole Trail Overpass,2003,Lake Mary (FL),USA,in use,metal,Lake Mary,FL,Florida,70.7,21.5
915,CSX Bridge over the Tennessee River Slough,1892,Bridgeport (AL),USA,demolished,metal,Bridgeport,AL,Alabama,59.0,15.0
916,CSX Susquehanna River Bridge,1970,Havre de Grace (MD),USA,in use,metal,Havre de Grace,MD,Maryland,54.2,12.3
917,Culver Viaduct,1933,New York (NY),USA,in use,metal,New York,NY,New York,55.5,13.1
918,Cumberland Lake Bridge,2005,Burnside (KY),USA,in use,metal,Burnside,KY,Kentucky,56.7,13.7
919,Cumberland Lake Bridge,1950,Burnside (KY),USA,demolished,metal,Burnside,KY,Kentucky,56.7,13.7
920,Cuyahoga River Valley Bridge,1980,Ohio (OH),USA,in use,metal,Ohio,OH,Ohio,50.7,10.4
921,Daggett Road Bridge,1902,Stockton (CA),USA,disused,metal,Stockton,CA,California,61.4,16.3
